,radius,MAX_Process_20240212_JC001_annulusr1.5_48hr_800um_01-1.tif,MAX_Process_20240212_JC001_annulusr1.5_48hr_800um_02-1.tif,MAX_Process_20240212_JC001_annulusr1.5_48hr_800um_03-1.tif,MAX_Process_20240212_JC001_annulusr1.5_48hr_800um_04-1.tif,MAX_Process_20240212_JC001_annulusr1.5_48hr_800um_05-1.tif
0,0.002004008016032064,0.0,0.0,0.0,0.0,0.0
1,0.004008016032064128,0.0,0.0,0.0,0.0,0.0
2,0.0060120240480961915,0.0,0.0,0.0,0.0,0.0
3,0.008016032064128256,0.0,0.0,0.0,0.0,0.0
4,0.01002004008016032,0.0,0.0,0.0,0.0,0.0
5,0.012024048096192383,0.0,0.0,0.0,0.0,0.0
6,0.014028056112224447,0.0,0.0,0.0,0.0,0.0
7,0.01603206412825651,0.0,0.0,0.0,0.0,0.0
8,0.018036072144288574,0.0,0.0,0.0,0.0,0.0
9,0.02004008016032064,0.0,0.0,0.0,0.0,0.0
10,0.022044088176352703,0.0,0.0,0.0,0.0,0.0
11,0.024048096192384766,0.0,0.0,0.0,0.0,0.0
12,0.026052104208416832,0.0,0.0,0.0,0.0,0.0
13,0.028056112224448895,0.0,0.0,0.0,0.0,0.0
14,0.03006012024048096,0.0,0.0,0.0,0.0,0.0
15,0.03206412825651302,0.0,0.0,0.0,0.0,0.0
16,0.03406813627254509,0.0,0.0,0.0,0.0,0.0
17,0.03607214428857715,0.0,0.0,0.0,0.0,0.0
18,0.038076152304609215,0.0,0.0,0.0,0.0,0.0
19,0.04008016032064128,0.0,0.0,0.0,0.0,0.0
20,0.04208416833667334,0.0,0.0,0.0,0.0,0.0
21,0.044088176352705406,0.0,0.0,0.0,0.0,0.0
22,0.04609218436873747,0.0,0.0,0.0,0.0,0.0
23,0.04809619238476953,0.0,0.0,0.0,0.0,0.0
24,0.0501002004008016,0.0,0.0,0.0,0.0,0.0
25,0.052104208416833664,0.0,0.0,0.0,0.0,0.0
26,0.05410821643286573,0.0,0.0,0.0,0.0,0.0
27,0.05611222444889779,0.0,0.0,0.0,0.0,0.0
28,0.058116232464929855,0.0,0.0,0.0,0.0,0.0
29,0.06012024048096192,0.0,0.0,0.0,0.0,0.0
30,0.06212424849699398,0.0,0.0,0.0,0.0,0.0
31,0.06412825651302605,0.0,0.0,0.0,0.0,0.0
32,0.06613226452905811,0.0,0.0,0.0,0.0,0.0
33,0.06813627254509018,0.0,0.0,0.0,0.0,0.0
34,0.07014028056112225,0.0,0.0,0.0,0.0,0.0
35,0.0721442885771543,0.0,0.0,0.0,0.0,0.0
36,0.07414829659318636,0.0,0.0,0.0,0.0,0.0
37,0.07615230460921843,0.0,0.0,0.0,0.0,0.0
38,0.0781563126252505,0.0,0.0,0.0,0.0,0.0
39,0.08016032064128256,0.0,0.0,0.0,0.0,0.0
40,0.08216432865731463,0.0,0.0,0.0,0.0,0.0
41,0.08416833667334668,0.0,0.0,0.0,0.0,0.0
42,0.08617234468937875,0.0,0.0,0.0,0.0,0.0
43,0.08817635270541081,0.0,0.0,0.0,0.0,0.0
44,0.09018036072144288,0.0,0.0,0.0,0.0,0.0
45,0.09218436873747494,0.0,0.0,0.0,0.0,0.0
46,0.09418837675350701,0.0,0.0,0.0,0.0,0.0
47,0.09619238476953906,0.0,0.0,0.0,0.0,0.0
48,0.09819639278557113,0.0,0.0,0.0,0.0,0.0
49,0.1002004008016032,0.0,0.0,0.0,0.0,0.0
50,0.10220440881763526,0.0,0.0,0.0,0.0,0.0
51,0.10420841683366733,0.0,0.0,0.0,0.0,0.0
52,0.1062124248496994,0.0,0.0,0.0,0.0,0.0
53,0.10821643286573146,0.0,0.0,0.0,0.0,0.0
54,0.11022044088176351,0.0,0.0,0.0,0.0,0.0
55,0.11222444889779558,0.0,0.0,0.0,0.0,0.0
56,0.11422845691382764,0.0,0.0,0.0,0.0,0.0
57,0.11623246492985971,0.0,0.0,0.0,0.0,0.0
58,0.11823647294589178,0.0,0.0,0.0,0.0,0.0
59,0.12024048096192384,0.0,0.0,0.0,0.0,0.0
60,0.1222444889779559,0.0,0.0,0.0,0.0,0.0
61,0.12424849699398796,0.0,0.0,0.0,0.0,0.0
62,0.12625250501002003,0.0,0.0,0.0,0.0,0.0
63,0.1282565130260521,0.0,0.0,0.0,0.0,0.0
64,0.13026052104208416,0.0,0.0,0.0,0.0,0.0
65,0.13226452905811623,0.0,0.0,0.0,0.0,0.0
66,0.1342685370741483,0.0,0.0,0.0,0.0,0.0
67,0.13627254509018036,0.0,0.0,0.0,0.0,0.0
68,0.13827655310621242,0.0,0.0,0.0,0.0,0.0
69,0.1402805611222445,0.0,0.0,0.0,0.0,0.0
70,0.14228456913827653,0.0,0.0,0.0,0.0,0.0
71,0.1442885771543086,0.0,0.0,0.0,0.0,0.0
72,0.14629258517034066,0.0,0.0,0.0,0.0,0.0
73,0.14829659318637273,0.0,0.0,0.0,0.0,0.0
74,0.1503006012024048,0.0,0.0,0.0,0.0,0.0
75,0.15230460921843686,0.0,0.0,0.0,0.0,0.0
76,0.15430861723446893,0.0,0.0,0.0,0.0,0.0
77,0.156312625250501,0.0,0.0,0.0,0.0,0.0
78,0.15831663326653306,0.0,0.0,0.0,0.0,0.0
79,0.16032064128256512,0.0,0.0,0.0,0.0,0.0
80,0.1623246492985972,0.0,0.0,0.0,0.0,0.0
81,0.16432865731462926,0.0,0.0,0.0,0.0,0.0
82,0.16633266533066132,0.0,0.0,0.0,0.0,0.0
83,0.16833667334669336,0.0,0.0,0.0,0.0,0.0
84,0.17034068136272543,0.0,0.0,0.0,0.0,0.0
85,0.1723446893787575,0.0,0.0,0.0,0.0,0.0
86,0.17434869739478956,0.0,0.0,0.0,0.0,0.0
87,0.17635270541082163,0.0,0.0,0.0,0.0,0.0
88,0.1783567134268537,0.0,0.0,0.0,0.0,0.0
89,0.18036072144288576,0.0,0.0,0.0,0.0,0.0
90,0.18236472945891782,0.0,0.0,0.0,0.0,0.0
91,0.1843687374749499,0.0,0.0,0.0,0.0,0.0
92,0.18637274549098196,0.0,0.0,0.0,0.0,0.0
93,0.18837675350701402,0.0,0.0,0.0,0.0,0.0
94,0.1903807615230461,0.0,0.0,0.0,0.0,0.0
95,0.19238476953907813,0.0,0.0,0.0,0.0,0.0
96,0.1943887775551102,0.0,0.0,0.0,0.0,0.0
97,0.19639278557114226,0.0,0.0,0.0,0.0,0.0
98,0.19839679358717432,0.0,0.0,0.0,0.0,0.0
99,0.2004008016032064,0.0,0.0,0.0,0.0,0.0
100,0.20240480961923846,0.0,0.0,0.0,0.0,0.0
101,0.20440881763527052,0.0,0.0,0.0,0.0,0.0
102,0.2064128256513026,0.0,0.0,0.0,0.0,0.0
103,0.20841683366733466,0.0,0.0,0.0,0.0,0.0
104,0.21042084168336672,0.0,0.0,0.0,0.0,0.0
105,0.2124248496993988,0.0,0.0,0.0,0.0,0.0
106,0.21442885771543085,0.0,0.0,0.0,0.0,0.0
107,0.21643286573146292,0.0,0.0,0.0,0.0,0.0
108,0.21843687374749496,0.0,0.0,0.0,0.0,0.0
109,0.22044088176352702,0.0,0.0,0.0,0.0,0.0
110,0.2224448897795591,0.0,0.0,0.0,0.0,0.0
111,0.22444889779559116,0.0,0.0,0.0,0.0,0.0
112,0.22645290581162322,0.0,0.0,0.0,0.0,0.0
113,0.2284569138276553,0.0,0.0,0.0,0.0,0.0
114,0.23046092184368736,0.0,0.0,0.0,0.0,0.0
115,0.23246492985971942,0.0,0.0,0.0,0.0,0.0
116,0.2344689378757515,0.0,0.0,0.0,0.0,0.0
117,0.23647294589178355,0.0,0.0,0.0,0.0,0.0
118,0.23847695390781562,0.0,0.0,0.0,0.0,0.0
119,0.24048096192384769,0.0,0.0,0.0,0.0,0.0
120,0.24248496993987975,0.0,0.0,0.0,0.0,0.0
121,0.2444889779559118,0.0,0.0,0.0,0.0,0.0
122,0.24649298597194386,0.0,0.0,0.0,0.0,0.0
123,0.24849699398797592,0.0,0.0,0.0,0.0,0.0
124,0.250501002004008,0.0,0.0,0.0,0.0,0.0
125,0.25250501002004005,0.0,0.0,0.0,0.0,0.0
126,0.2545090180360721,0.0,0.0,0.0,0.0,0.0
127,0.2565130260521042,0.0,0.0,0.0,0.0,0.0
128,0.25851703406813625,0.0,0.0,0.0,0.0,0.0
129,0.2605210420841683,0.0,0.0,0.0,0.0,0.0
130,0.2625250501002004,0.0,0.0,0.0,0.0,0.0
131,0.26452905811623245,0.0,0.0,0.0,0.0,0.0
132,0.2665330661322645,0.0,0.0,0.0,0.0,0.0
133,0.2685370741482966,0.0,0.0,0.0,0.0,0.0
134,0.27054108216432865,0.0,0.0,0.0,0.0,0.0
135,0.2725450901803607,0.0,0.0,0.0,0.0,0.0
136,0.2745490981963928,0.0,0.0,0.0,0.0,0.0
137,0.27655310621242485,0.0,0.0,0.0,0.0,0.0
138,0.2785571142284569,0.0,0.0,0.0,0.0,0.0
139,0.280561122244489,0.0,0.0,0.0,0.0,0.0
140,0.282565130260521,0.0,0.0,0.0,0.0,0.0
141,0.28456913827655306,0.0,0.0,0.0,0.0,0.0
142,0.2865731462925851,0.0,0.0,0.0,0.0,0.0
143,0.2885771543086172,0.0,0.0,0.0,0.0,0.0
144,0.29058116232464926,0.0,0.0,0.0,0.0,0.0
145,0.2925851703406813,0.0,0.0,0.0,0.0,0.0
146,0.2945891783567134,0.0,0.0,0.0,0.0,0.0
147,0.29659318637274545,0.0,0.0,0.0,0.0,0.0
148,0.2985971943887775,0.0,0.0,0.0,0.0,0.0
149,0.3006012024048096,0.0,0.0,0.0,0.0,0.0
150,0.30260521042084165,0.0,0.0,0.0,0.0,0.0
151,0.3046092184368737,0.0,0.0,0.0,0.0,0.0
152,0.3066132264529058,0.0,0.0,0.0,0.0,0.0
153,0.30861723446893785,0.0,0.0,0.0,0.0,0.0
154,0.3106212424849699,0.0,0.0,0.0,0.0,0.0
155,0.312625250501002,0.0,0.0,0.0,0.0,0.0
156,0.31462925851703405,0.0,0.0,0.0,0.0,0.0
157,0.3166332665330661,0.0,0.0,0.0,0.0,0.0
158,0.3186372745490982,0.0,0.0,0.0,0.0,0.0
159,0.32064128256513025,0.0,0.0,0.0,0.0,0.0
160,0.3226452905811623,0.0,0.0,0.0,0.0,0.0
161,0.3246492985971944,0.0,0.0,0.0,0.0,0.0
162,0.32665330661322645,0.0,0.0,0.0,0.0,0.0
163,0.3286573146292585,0.0,0.0,0.0,0.0,0.0
164,0.3306613226452906,0.0,0.0,0.0,0.0,0.0
165,0.33266533066132264,0.0,0.0,0.0,0.0,0.0
166,0.33466933867735466,0.0,0.0,0.0,0.0,0.0
167,0.3366733466933867,0.0,0.0,0.0,0.0,0.0
168,0.3386773547094188,0.0,0.0,0.0,0.0,0.0
169,0.34068136272545085,0.0,0.0,0.0,0.0,0.0
170,0.3426853707414829,0.0,0.0,0.0,0.0,0.0
171,0.344689378757515,0.0,0.0,0.0,0.0,0.0
172,0.34669338677354705,0.0,0.0,0.0,0.0,0.0
173,0.3486973947895791,0.0,0.0,0.0,0.0,0.0
174,0.3507014028056112,0.0,0.0,0.0,0.0,0.0
175,0.35270541082164325,0.0,0.0,0.0,0.0,0.0
176,0.3547094188376753,0.0,0.0,0.0,0.0,0.0
177,0.3567134268537074,0.0,0.0,0.0,0.0,0.0
178,0.35871743486973945,0.0,0.0,0.0,0.0,0.0
179,0.3607214428857715,0.0,0.0,0.0,0.0,0.0
